target_species,target_species_c,cospecies_n,cospecies_native_n,cospecies_mean_c,cospecies_native_mean_c,cospecies_std_dev_c,cospecies_native_std_dev_c,percent_native,percent_nonnative,percent_native_low_c,percent_native_med_c,percent_native_high_c,discrepancy_c
Cornus racemosa,5,11570,8514,3.0266205704407954,4.112990368804322,2.7942960941213695,2.478364107342226,0.7358686257562662,0.2641313742437338,0.5502160760587727,0.36732929991356966,0.08245462402765769,0.8870096311956779
Cornus sericea,7,174,132,3.218390804597701,4.242424242424242,2.4110788957984486,1.8164692373943978,0.7586206896551724,0.24137931034482762,0.5057471264367817,0.4655172413793103,0.028735632183908066,2.757575757575758
Corylus americana,5,1066,856,4.016885553470919,5.002336448598131,3.2526906247758514,2.8711094351181274,0.8030018761726079,0.19699812382739212,0.42964352720450283,0.3714821763602252,0.198874296435272,-0.002336448598130758
Cotinus coggygria,0,212,127,3.6132075471698113,6.031496062992126,3.7494284043789428,2.9732591488557163,0.5990566037735849,0.40094339622641506,0.5141509433962265,0.25,0.23584905660377353,-6.031496062992126
Crataegus calpodendron,8,143,85,2.979020979020979,5.011764705882353,3.413866775184953,3.064754001030871,0.5944055944055944,0.4055944055944056,0.5734265734265734,0.2727272727272727,0.15384615384615385,2.988235294117647
Crataegus chrysocarpa,4,21,12,2.761904761904762,4.833333333333333,3.562369462938423,3.485902343944126,0.5714285714285714,0.4285714285714286,0.6666666666666666,0.1428571428571429,0.19047619047619047,-0.833333333333333
Crataegus crus-galli,3,1132,816,3.3807420494699647,4.689950980392157,3.2957519179091452,2.987614021858647,0.7208480565371025,0.2791519434628975,0.5247349823321554,0.3127208480565371,0.16254416961130747,-1.6899509803921573
Crataegus disperma,3,127,88,2.732283464566929,3.9431818181818183,3.1204619593331118,3.0450938665691973,0.6929133858267716,0.30708661417322836,0.6299212598425197,0.2362204724409449,0.13385826771653542,-0.9431818181818183
Crataegus mollis,2,736,585,3.661684782608696,4.6068376068376065,3.0449600403686063,2.7032364701690077,0.7948369565217391,0.20516304347826086,0.4633152173913043,0.3899456521739131,0.1467391304347826,-2.6068376068376065
Crataegus phaenopyrum,0,801,636,4.299625468164794,5.415094339622642,3.3593321299851495,2.857898323196906,0.7940074906367042,0.20599250936329583,0.3995006242197253,0.3707865168539326,0.22971285892634208,-5.415094339622642
Crataegus pruinosa,5,168,108,2.1488095238095237,3.3425925925925926,2.492239165752346,2.3804579667646735,0.6428571428571429,0.3571428571428571,0.6785714285714286,0.29166666666666663,0.029761904761904767,1.6574074074074074
Crataegus punctata,4,222,199,4.743243243243243,5.291457286432161,2.9231211739472203,2.573265305062236,0.8963963963963963,0.10360360360360366,0.3063063063063063,0.4864864864864865,0.2072072072072072,-1.291457286432161
Crataegus sp.,6,280,214,3.2642857142857142,4.271028037383178,2.374025253390924,1.7499569060177267,0.7642857142857142,0.23571428571428577,0.48928571428571427,0.48928571428571427,0.021428571428571463,1.7289719626168223
Crocus chrysanthus,0,129,74,3.5271317829457365,6.148648648648648,3.8508877210729056,3.1084614193213187,0.5736434108527132,0.4263565891472868,0.5271317829457365,0.2325581395348837,0.24031007751937983,-6.148648648648648
Croton glandulosus var. septentrionalis,0,212,137,1.9339622641509433,2.9927007299270074,2.5768523652536506,2.6665034120629922,0.6462264150943396,0.35377358490566035,0.75,0.1839622641509434,0.06603773584905659,-2.9927007299270074
Crypsis schoenoides,0,127,89,2.7559055118110236,3.932584269662921,3.110954876717015,3.029392951525065,0.7007874015748031,0.2992125984251969,0.6299212598425197,0.2362204724409449,0.13385826771653542,-3.932584269662921
Cryptotaenia canadensis,4,1848,1322,2.7824675324675323,3.8895612708018152,2.3995298163385126,1.9341694118679211,0.7153679653679653,0.2846320346320347,0.577922077922078,0.4015151515151515,0.02056277056277056,0.11043872919818476
Cryptotaenia canadensis,5,1848,1322,2.7824675324675323,3.8895612708018152,2.3995298163385126,1.9341694118679211,0.7153679653679653,0.2846320346320347,0.577922077922078,0.4015151515151515,0.02056277056277056,1.1104387291981848
Cucurbita pepo,0,29,23,2.1724137931034484,2.739130434782609,2.3614306425984557,2.339723979531615,0.7931034482758621,0.2068965517241379,0.6551724137931034,0.31034482758620696,0.03448275862068961,-2.739130434782609
Cuscuta glomerata,7,450,361,4.277777777777778,5.332409972299169,3.3868203146318625,2.9439725633364953,0.8022222222222222,0.19777777777777783,0.41333333333333333,0.3488888888888889,0.23777777777777775,1.6675900277008306
Cuscuta gronovii,3,1038,772,2.9055876685934487,3.906735751295337,2.5229415244698155,2.155223189423758,0.74373795761079,0.25626204238921,0.5510597302504817,0.4084778420038535,0.040462427745664775,-0.9067357512953369
Cuscuta gronovii,5,1038,772,2.9055876685934487,3.906735751295337,2.5229415244698155,2.155223189423758,0.74373795761079,0.25626204238921,0.5510597302504817,0.4084778420038535,0.040462427745664775,1.093264248704663
Cuscuta polygonorum,7,46,40,3.6739130434782608,4.225,2.5390667386623855,2.2473631272317847,0.8695652173913043,0.13043478260869568,0.391304347826087,0.5217391304347825,0.08695652173913049,2.7750000000000004
Cynodon dactylon,0,142,69,2.619718309859155,5.391304347826087,4.0733215999056736,4.386534848777522,0.4859154929577465,0.5140845070422535,0.704225352112676,0.07746478873239437,0.21830985915492962,-5.391304347826087
Cynoglossum of?cinale,0,51,35,2.4901960784313726,3.6285714285714286,2.6258145328229703,2.426395466114952,0.6862745098039216,0.3137254901960784,0.6470588235294118,0.3137254901960784,0.039215686274509776,-3.6285714285714286
Cyperus acuminatus,6,23,21,3.347826086956522,3.6666666666666665,2.5155641993609943,2.3944379994757297,0.9130434782608695,0.08695652173913049,0.4782608695652174,0.4347826086956521,0.08695652173913049,2.3333333333333335
Cyperus erythrorhizos,2,498,393,4.1305220883534135,5.234096692111959,3.4015371316009495,2.9797201897148216,0.7891566265060241,0.21084337349397586,0.4357429718875502,0.3393574297188755,0.22489959839357432,-3.234096692111959
Cyperus esculentus,0,2620,1856,2.7591603053435114,3.8949353448275863,2.9601547739707272,2.8187390264658236,0.7083969465648855,0.2916030534351145,0.6129770992366412,0.2816793893129771,0.10534351145038168,-3.8949353448275863
Cyperus flavescens,9,113,107,5.327433628318584,5.626168224299065,2.904560692982018,2.686526004235509,0.9469026548672567,0.053097345132743334,0.21238938053097345,0.5221238938053098,0.2654867256637168,3.3738317757009346
Cyperus grayi,5,280,214,3.267857142857143,4.275700934579439,2.3773955768072406,1.753244671252737,0.7642857142857142,0.23571428571428577,0.48928571428571427,0.48928571428571427,0.021428571428571463,0.7242990654205608
Cyperus houghtonii,2,39,31,4.923076923076923,6.193548387096774,3.2394331487941024,2.2718473369882592,0.7948717948717948,0.20512820512820518,0.23076923076923078,0.38461538461538464,0.3846153846153846,-4.193548387096774
Cyperus odoratus,2,113,107,5.389380530973451,5.691588785046729,2.9076058767068877,2.6826177547288106,0.9469026548672567,0.053097345132743334,0.20353982300884957,0.5221238938053098,0.2743362831858407,-3.6915887850467293
Cyperus squarrosus,0,113,107,5.407079646017699,5.710280373831775,2.880467373230034,2.6493478934016115,0.9469026548672567,0.053097345132743334,0.20353982300884957,0.5221238938053098,0.2743362831858407,-5.710280373831775
Cyperus strigosus,1,3956,2861,2.5912537917087968,3.5830129325410693,2.5215158776843327,2.2885802259330985,0.7232052578361982,0.27679474216380184,0.6049039433771486,0.35566228513650155,0.039433771486349856,-2.5830129325410693
Cyperus x nieuwlandii,5,113,107,5.3628318584070795,5.663551401869159,2.924838050775067,2.7054938001262543,0.9469026548672567,0.053097345132743334,0.21238938053097345,0.5132743362831859,0.2743362831858407,-0.6635514018691593
Dactylis glomerata,0,6421,4245,2.4658152935679802,3.7297997644287397,2.8194845659431467,2.7036767792619036,0.6611119763276748,0.3388880236723252,0.6489643357732441,0.2741006073820277,0.07693505684472823,-3.7297997644287397
Dalea candida,10,978,808,4.602249488752556,5.570544554455446,3.4377450672668632,2.984465969925884,0.8261758691206544,0.17382413087934556,0.37423312883435583,0.34049079754601225,0.2852760736196319,4.429455445544554
Dalea purpurea,9,2533,1878,3.3963679431504143,4.580937167199148,3.2868428520503743,3.023896792503545,0.7414133438610343,0.2585866561389657,0.5305961310698776,0.29332806948282675,0.17607579944729568,4.419062832800852
Danthonia sericea,8,202,132,2.4752475247524752,3.787878787878788,2.3376394923379697,1.8369835174031184,0.6534653465346535,0.3465346534653465,0.6386138613861386,0.3465346534653465,0.014851485148514865,4.212121212121212
Danthonia spicata,3,1123,885,3.8619768477292964,4.900564971751413,3.102182316696298,2.668156810687613,0.7880676758682101,0.21193232413178986,0.44345503116651824,0.3980409617097062,0.15850400712377555,-1.9005649717514128
Dasiphora fruticosa,10,129,73,3.449612403100775,6.095890410958904,3.820097430674375,3.096433358459212,0.5658914728682171,0.43410852713178294,0.5348837209302325,0.2325581395348838,0.2325581395348837,3.904109589041096
Dasistoma macrophylla,8,722,551,3.89196675900277,5.099818511796733,3.3690220921542386,2.9509659379603392,0.7631578947368421,0.23684210526315785,0.4626038781163435,0.33379501385041543,0.20360110803324105,2.900181488203267
Datura stramonium,0,886,593,2.2799097065462752,3.406408094435076,2.6821406394738094,2.628795727147605,0.6693002257336343,0.33069977426636565,0.6772009029345373,0.25395033860045146,0.06884875846501126,-3.406408094435076
Daucus carota,0,12833,8824,2.4293618016052365,3.5330915684496826,2.7383312922835863,2.6468078683340335,0.6876022753837762,0.31239772461622384,0.6483285280137147,0.2818514766617315,0.06981999532455385,-3.5330915684496826
Decodon verticillatus,5,506,432,3.375494071146245,3.9537037037037037,2.597278136012076,2.3691139415235574,0.8537549407114624,0.1462450592885376,0.5098814229249012,0.41501976284584974,0.07509881422924902,1.0462962962962963
Decodon verticillatus,8,506,432,3.375494071146245,3.9537037037037037,2.597278136012076,2.3691139415235574,0.8537549407114624,0.1462450592885376,0.5098814229249012,0.41501976284584974,0.07509881422924902,4.046296296296296
Dendrolycopodium dendroideum,10,451,323,3.494456762749446,4.879256965944273,3.4152390975049443,3.0858779827541247,0.7161862527716186,0.2838137472283814,0.5144124168514412,0.31485587583148555,0.1707317073170732,5.120743034055727
Dendrolycopodium obscurum,10,29,28,5.551724137931035,5.75,2.7332111791359437,2.5621894572444903,0.9655172413793104,0.03448275862068961,0.1724137931034483,0.5517241379310345,0.27586206896551724,4.25
Dennstaedtia punctilobula,4,1042,791,3.307101727447217,4.356510745891277,2.4134842633324545,1.7601294434773176,0.7591170825335892,0.24088291746641077,0.4798464491362764,0.4971209213051824,0.02303262955854124,-0.35651074589127685
Deschampsia caespitosa,10,260,161,3.6192307692307693,5.84472049689441,3.719563144396125,3.050735579764289,0.6192307692307693,0.38076923076923075,0.5269230769230769,0.24615384615384617,0.2269230769230769,4.15527950310559
Deschampsia flexuosa,4,745,543,3.0523489932885908,4.1878453038674035,2.4310265955245134,1.82986690127833,0.7288590604026846,0.27114093959731544,0.5355704697986577,0.4375838926174497,0.02684563758389258,-0.1878453038674035
Desmanthus illinoensis,3,2052,1444,2.8976608187134505,4.117728531855955,3.0712733556815275,2.8947806102391995,0.7037037037037037,0.2962962962962963,0.5921052631578947,0.28411306042885,0.12378167641325533,-1.1177285318559553
Desmodium canadense,4,2042,1555,3.356513222331048,4.407717041800643,3.1686591749891653,2.9241271448968793,0.7615083251714005,0.23849167482859945,0.5279138099902057,0.31733594515181196,0.1547502448579824,-0.40771704180064283
Desmodium glabellum,6,153,108,2.6862745098039214,3.8055555555555554,2.2637608096033413,1.7264210364263917,0.7058823529411765,0.2941176470588235,0.5882352941176471,0.40522875816993464,0.0065359477124182774,2.1944444444444446
Desmodium glutinosum,5,653,517,3.89739663093415,4.922630560928433,3.3004288562832866,2.9507932261745933,0.7917304747320061,0.20826952526799392,0.4563552833078101,0.34915773353751917,0.19448698315467072,0.07736943907156668
Desmodium illinoense,9,1784,1348,3.4260089686098656,4.534124629080119,3.2164601535160915,2.943848450981754,0.7556053811659192,0.24439461883408076,0.5213004484304933,0.3133408071748879,0.16535874439461884,4.465875370919881
Desmodium marilandicum,4,280,214,3.2714285714285714,4.280373831775701,2.3792497752626893,1.7538389416655737,0.7642857142857142,0.23571428571428577,0.48928571428571427,0.48928571428571427,0.021428571428571463,-0.28037383177570074
Desmodium nudi?orum,9,63,53,3.7301587301587302,4.433962264150943,2.6712709866420856,2.3080914023551027,0.8412698412698413,0.15873015873015872,0.4126984126984127,0.4920634920634921,0.09523809523809523,4.566037735849057
Desmodium paniculatum,4,1926,1534,3.6500519210799585,4.582790091264668,2.972963451779132,2.6117534602740267,0.7964693665628245,0.20353063343717548,0.46936656282450673,0.39667705088265837,0.1339563862928349,-0.582790091264668
Desmodium paniculatum,6,1926,1534,3.6500519210799585,4.582790091264668,2.972963451779132,2.6117534602740267,0.7964693665628245,0.20353063343717548,0.46936656282450673,0.39667705088265837,0.1339563862928349,1.417209908735332
Desmodium sessilifolium,6,113,107,5.353982300884955,5.654205607476635,2.924405782078707,2.7060477472056808,0.9469026548672567,0.053097345132743334,0.21238938053097345,0.5132743362831859,0.2743362831858407,0.34579439252336464
Deutzia scabra,0,203,120,3.6403940886699506,6.158333333333333,3.7881712511558523,2.953408039472204,0.5911330049261084,0.40886699507389157,0.5024630541871922,0.2561576354679802,0.24137931034482762,-6.158333333333333
Dianthus armeria,0,856,535,2.1904205607476634,3.5046728971962615,2.536738581316438,2.385088789778168,0.625,0.375,0.6752336448598131,0.2780373831775701,0.04672897196261683,-3.5046728971962615
Dianthus barbatus,0,73,53,3.6986301369863015,5.09433962264151,3.438688911597822,3.0208515797790696,0.726027397260274,0.273972602739726,0.4794520547945205,0.27397260273972607,0.2465753424657534,-5.09433962264151
Diarrhena americana,10,496,395,4.165322580645161,5.230379746835443,3.3816030949375335,2.963412871213535,0.7963709677419355,0.2036290322580645,0.4314516129032258,0.34072580645161293,0.22782258064516125,4.769620253164557
Diarrhena obovata,10,358,332,5.262569832402234,5.674698795180723,2.93788088215687,2.638815232344189,0.9273743016759777,0.07262569832402233,0.2430167597765363,0.47765363128491617,0.2793296089385475,4.325301204819277
Dicentra canadensis,8,129,73,3.4651162790697674,6.123287671232877,3.8427011000318574,3.1222552634249463,0.5658914728682171,0.43410852713178294,0.5348837209302325,0.2325581395348838,0.2325581395348837,1.8767123287671232
Dichanthelium acuminatum,4,357,310,4.7254901960784315,5.441935483870968,3.315395666396873,2.958425431107383,0.8683473389355743,0.13165266106442575,0.34173669467787116,0.3893557422969187,0.26890756302521013,-1.4419354838709681
Dichanthelium acuminatum var. acuminatum,5,745,543,3.0483221476510067,4.18232044198895,2.428620897952967,1.8289140791561527,0.7288590604026846,0.27114093959731544,0.5355704697986577,0.4375838926174497,0.02684563758389258,0.8176795580110499
Dichanthelium acuminatum var. lindheimeri,5,263,197,3.2433460076045626,4.32994923857868,2.4730809164919054,1.8565291561443933,0.7490494296577946,0.25095057034220536,0.5057034220532319,0.45627376425855515,0.03802281368821292,0.6700507614213196
Dichanthelium clandestinum,2,5488,4230,2.9518950437317786,3.8297872340425534,2.559134779647585,2.265925057282098,0.7707725947521866,0.22922740524781338,0.5495626822157434,0.40014577259475215,0.050291545189504405,-1.8297872340425534
Dichanthelium clandestinum,4,5488,4230,2.9518950437317786,3.8297872340425534,2.559134779647585,2.265925057282098,0.7707725947521866,0.22922740524781338,0.5495626822157434,0.40014577259475215,0.050291545189504405,0.1702127659574466
Dichanthelium commutatum,6,263,197,3.2395437262357416,4.324873096446701,2.469592747931928,1.8533038918229183,0.7490494296577946,0.25095057034220536,0.5057034220532319,0.45627376425855515,0.03802281368821292,1.6751269035532994
Dichanthelium latifolium,6,1898,1580,4.368809272918862,5.248101265822785,3.131440838212413,2.676421606919295,0.8324552160168599,0.1675447839831401,0.38250790305584825,0.4151738672286618,0.20231822971548996,0.7518987341772148
Dichanthelium latifolium,8,1898,1580,4.368809272918862,5.248101265822785,3.131440838212413,2.676421606919295,0.8324552160168599,0.1675447839831401,0.38250790305584825,0.4151738672286618,0.20231822971548996,2.7518987341772148
Dichanthelium leibergii,10,203,203,6.354679802955665,6.354679802955665,2.411259740380567,2.411259740380567,1,0,0.12315270935960591,0.4827586206896552,0.3940886699507389,3.6453201970443354
Dichanthelium linearifolium,10,113,107,5.31858407079646,5.616822429906542,2.8916921847820714,2.672871608959682,0.9469026548672567,0.053097345132743334,0.21238938053097345,0.5221238938053098,0.2654867256637168,4.383177570093458
Dichanthelium oligosanthes,4,352,345,6.278409090909091,6.405797101449275,2.7625476026069227,2.6398050964199227,0.9801136363636364,0.019886363636363646,0.14488636363636365,0.4289772727272727,0.42613636363636365,-2.4057971014492754
Dichanthelium perlongum,10,95,73,3.3473684210526318,4.3561643835616435,3.2181943564697018,3.0109515984416446,0.7684210526315789,0.2315789473684211,0.5368421052631579,0.28421052631578947,0.17894736842105263,5.6438356164383565
Dichanthelium portoricense,8,189,138,2.1005291005291005,2.8768115942028984,2.3712483774374458,2.338047405908048,0.7301587301587301,0.2698412698412699,0.671957671957672,0.3015873015873015,0.02645502645502651,5.1231884057971016
Dichanthelium villosissimum,6,280,214,3.2642857142857142,4.271028037383178,2.374025253390924,1.7499569060177267,0.7642857142857142,0.23571428571428577,0.48928571428571427,0.48928571428571427,0.021428571428571463,1.7289719626168223
Dicranella heteromalla,2,9,9,4.444444444444445,4.444444444444445,2.0069324297987157,2.0069324297987157,1,0,0.4444444444444444,0.4444444444444444,0.11111111111111116,-2.4444444444444446
Dicranum flagellare,5,263,197,3.2433460076045626,4.32994923857868,2.4730809164919054,1.8565291561443933,0.7490494296577946,0.25095057034220536,0.5057034220532319,0.45627376425855515,0.03802281368821292,0.6700507614213196
Dicranum montanum,4,1103,856,3.441523118766999,4.434579439252336,2.408013361572234,1.7506344542800574,0.7760652765185857,0.2239347234814143,0.45693563009972804,0.5158658204895739,0.027198549410698103,-0.4345794392523361
Dicranum scoparium,3,263,197,3.2509505703422055,4.340101522842639,2.4754036314849257,1.854686834736972,0.7490494296577946,0.25095057034220536,0.5019011406844106,0.4600760456273765,0.03802281368821292,-1.3401015228426392
Didiplis diandra,10,146,62,2.0616438356164384,4.854838709677419,3.7124628923996665,4.356441524965555,0.4246575342465753,0.5753424657534247,0.7671232876712328,0.06164383561643838,0.17123287671232879,5.145161290322581
Diervilla lonicera,10,178,115,3.960674157303371,6.130434782608695,3.7376725583059964,2.876162584558572,0.6460674157303371,0.3539325842696629,0.46629213483146065,0.27528089887640456,0.2584269662921348,3.8695652173913047
Digitalis grandiflora,0,32,28,5.125,5.857142857142857,3.24037034920393,2.7583447225583697,0.875,0.125,0.28125,0.4375,0.28125,-5.857142857142857
Digitaria ?liformis,10,150,69,2.1,4.565217391304348,3.387204505549688,3.704044930762161,0.46,0.54,0.7533333333333333,0.1133333333333334,0.1333333333333333,5.434782608695652
Digitaria ciliaris,0,575,359,2.2956521739130435,3.6768802228412256,2.681638147488875,2.5371640492856704,0.6243478260869565,0.3756521739130435,0.6817391304347826,0.26782608695652177,0.050434782608695605,-3.6768802228412256
Digitaria ischaemum,0,389,228,1.5501285347043703,2.6447368421052633,2.1275515267321183,2.1975393570075217,0.5861182519280206,0.4138817480719794,0.7634961439588689,0.21850899742930596,0.01799485861182515,-2.6447368421052633
Digitaria sanguinalis,0,1666,1051,2.066626650660264,3.2759276879162704,2.5042431788795976,2.445205409718857,0.6308523409363745,0.36914765906362546,0.7022809123649459,0.2575030012004802,0.04021608643457386,-3.2759276879162704
Dioscorea villosa,5,1993,1572,3.7074761665830405,4.700381679389313,2.979722181626614,2.566726295720573,0.7887606623181134,0.21123933768188663,0.45509282488710484,0.4144505770195685,0.13045659809332666,0.29961832061068705
Diospyros virginiana,0,203,120,3.6403940886699506,6.158333333333333,3.7881712511558523,2.953408039472204,0.5911330049261084,0.40886699507389157,0.5024630541871922,0.2561576354679802,0.24137931034482762,-6.158333333333333
Diphasiastrum complanatum,4,29,28,5.758620689655173,5.964285714285714,2.8366878625532013,2.659464480445513,0.9655172413793104,0.03448275862068961,0.1724137931034483,0.5172413793103449,0.31034482758620685,-1.9642857142857144
Dipsacus fullonum,0,2239,1568,2.1893702545779368,3.126275510204082,2.4282102666824494,2.343097705942139,0.7003126395712371,0.29968736042876287,0.6770879857079053,0.282268870031264,0.04064314426083071,-3.126275510204082
Dipsacus laciniatus,0,3197,2141,2.380669377541445,3.554880896777207,2.8183271433977968,2.7724277878082835,0.6696903346887707,0.3303096653112293,0.663434469815452,0.25680325304973417,0.07976227713481387,-3.554880896777207
Dodecatheon meadia,6,1594,1281,4.4341279799247175,5.517564402810304,3.417173811784355,2.924018906100275,0.8036386449184442,0.19636135508155583,0.3858218318695107,0.36010037641154324,0.25407779171894607,0.48243559718969564
Doellingeria umbellata,4,1964,1566,3.9134419551934827,4.908045977011494,3.190606846526189,2.807880127772956,0.7973523421588594,0.20264765784114058,0.4470468431771894,0.37169042769857435,0.18126272912423624,-0.9080459770114944
Doellingeria umbellata,8,1964,1566,3.9134419551934827,4.908045977011494,3.190606846526189,2.807880127772956,0.7973523421588594,0.20264765784114058,0.4470468431771894,0.37169042769857435,0.18126272912423624,3.0919540229885056
Drymocallis arguta,10,1559,1159,3.4714560615779346,4.669542709232097,3.327490794909211,3.0491702851776368,0.7434252726106478,0.25657472738935216,0.5195638229634381,0.2931366260423349,0.18729955099422702,5.330457290767903
Dryopteris carthusiana,5,1548,1222,3.9186046511627906,4.9639934533551555,2.9143942287857874,2.3596415058209885,0.789405684754522,0.210594315245478,0.41214470284237725,0.46253229974160204,0.1253229974160207,0.036006546644844484
Dryopteris carthusiana,8,1548,1222,3.9186046511627906,4.9639934533551555,2.9143942287857874,2.3596415058209885,0.789405684754522,0.210594315245478,0.41214470284237725,0.46253229974160204,0.1253229974160207,3.0360065466448445
Dryopteris celsa,10,42,22,1.6904761904761905,3.227272727272727,2.7094063361816425,3.0226418306447815,0.5238095238095238,0.47619047619047616,0.7619047619047619,0.1428571428571429,0.09523809523809523,6.772727272727273
Dryopteris cristata,8,1774,1380,3.7553551296505074,4.827536231884058,2.994243784513693,2.5193887202463277,0.7779030439684329,0.2220969560315671,0.4588500563697858,0.40698985343855687,0.1341600901916573,3.172463768115942
Dryopteris cristata,10,1774,1380,3.7553551296505074,4.827536231884058,2.994243784513693,2.5193887202463277,0.7779030439684329,0.2220969560315671,0.4588500563697858,0.40698985343855687,0.1341600901916573,5.172463768115942
Dryopteris intermedia,9,203,118,3.5517241379310347,6.110169491525424,3.766847893429765,2.95488556275464,0.5812807881773399,0.41871921182266014,0.5123152709359606,0.2561576354679802,0.23152709359605916,2.889830508474576
Dryopteris marginalis,7,1820,1390,3.3285714285714287,4.358273381294964,2.430961445405045,1.8022423949599184,0.7637362637362637,0.2362637362637363,0.4703296703296703,0.5021978021978022,0.027472527472527486,2.641726618705036
Dryopteris marginalis,10,1820,1390,3.3285714285714287,4.358273381294964,2.430961445405045,1.8022423949599184,0.7637362637362637,0.2362637362637363,0.4703296703296703,0.5021978021978022,0.027472527472527486,5.641726618705036
Dulichium arundinaceum,5,1340,982,3.005970149253731,4.10183299389002,3.1000195425443384,2.935566411023268,0.7328358208955223,0.26716417910447765,0.5865671641791045,0.29850746268656714,0.11492537313432838,0.89816700610998
Dulichium arundinaceum,10,1340,982,3.005970149253731,4.10183299389002,3.1000195425443384,2.935566411023268,0.7328358208955223,0.26716417910447765,0.5865671641791045,0.29850746268656714,0.11492537313432838,5.89816700610998
Echinacea pallida,10,2642,1937,3.4360333080999244,4.686628807434176,3.348364485673066,3.070856047205964,0.7331566994700984,0.2668433005299016,0.5238455715367146,0.2956093868281605,0.18054504163512486,5.313371192565824
Echinacea purpurea,10,4656,3321,2.8939003436426116,4.057211683227943,3.0109569607513818,2.8266763754242428,0.7132731958762887,0.2867268041237113,0.5884879725085911,0.29359965635738827,0.11791237113402064,5.942788316772057
Echinochloa colona,0,10,3,2.3,7.666666666666667,3.8311588035185618,2.0816659994661326,0.3,0.7,0.7,0.20000000000000007,0.09999999999999998,-7.666666666666667
Echinochloa crus-galli,0,5248,3707,2.5746951219512195,3.644995953601295,2.738898778071727,2.592009738263727,0.7063643292682927,0.29363567073170727,0.6291920731707317,0.29897103658536595,0.07183689024390238,-3.644995953601295
Echinochloa muricata,4,206,124,2.1116504854368934,3.5080645161290325,2.615555752943504,2.5423117568415092,0.6019417475728155,0.3980582524271845,0.6893203883495146,0.2621359223300971,0.04854368932038833,0.4919354838709675
Echinocystis lobata,4,273,203,2.1941391941391943,2.9507389162561575,2.2725266311700922,2.170353109430961,0.7435897435897436,0.2564102564102564,0.6703296703296703,0.3003663003663004,0.02930402930402931,1.0492610837438425
Elaeagnus angustifolia,0,675,504,3.1837037037037037,4.263888888888889,2.446223013901221,1.8448266162680462,0.7466666666666667,0.2533333333333333,0.5066666666666667,0.4637037037037036,0.029629629629629672,-4.263888888888889
Elaeagnus umbellata,0,2432,1759,2.812088815789474,3.8880045480386585,2.8640615309075095,2.6753559613420212,0.7232730263157895,0.2767269736842105,0.584703947368421,0.3236019736842105,0.09169407894736847,-3.8880045480386585
Eleocharis acicularis,3,609,443,2.7110016420361247,3.72686230248307,2.459920934022481,2.128215075737954,0.7274220032840722,0.27257799671592775,0.5911330049261084,0.37438423645320196,0.03448275862068961,-0.7268623024830698
Eleocharis compressa,9,127,88,2.6850393700787403,3.875,3.0698244285703407,2.997364742953191,0.6929133858267716,0.30708661417322836,0.6377952755905512,0.2362204724409449,0.12598425196850394,5.125
Eleocharis elliptica,10,450,361,4.271111111111111,5.32409972299169,3.378473859950777,2.93498075538361,0.8022222222222222,0.19777777777777783,0.41333333333333333,0.35111111111111115,0.23555555555555552,4.67590027700831
Eleocharis obtusa,3,3690,2724,2.682926829268293,3.6343612334801763,2.5898348104497244,2.372246169159109,0.7382113821138211,0.2617886178861789,0.602710027100271,0.343089430894309,0.054200542005420016,-0.6343612334801763
Eleocharis obtusa,4,3690,2724,2.682926829268293,3.6343612334801763,2.5898348104497244,2.372246169159109,0.7382113821138211,0.2617886178861789,0.602710027100271,0.343089430894309,0.054200542005420016,0.36563876651982374
Eleocharis palustris,1,4093,3044,2.969215734180308,3.9924441524310117,2.938690948756554,2.743427973810863,0.743708771072563,0.25629122892743705,0.5736623503542634,0.31712680185682873,0.10921084778890788,-2.9924441524310117
Eleocharis quinqueflora,10,53,26,1.6981132075471699,3.4615384615384617,2.8324011671288685,3.2153478098740016,0.49056603773584906,0.5094339622641509,0.8113207547169812,0.09433962264150941,0.09433962264150941,6.538461538461538
Eleusine indica,0,114,69,2.412280701754386,3.9855072463768115,3.1251517584638338,3.1412471934080224,0.6052631578947368,0.39473684210526316,0.6842105263157895,0.17543859649122806,0.14035087719298245,-3.9855072463768115
Ellisia nyctelea,2,450,361,4.288888888888889,5.346260387811634,3.387532639228171,2.9400101339222293,0.8022222222222222,0.19777777777777783,0.4111111111111111,0.35111111111111115,0.23777777777777775,-3.3462603878116344
Elodea canadensis,2,351,298,4.185185185185185,4.929530201342282,2.9046578175470232,2.5022011415865153,0.8490028490028491,0.15099715099715094,0.4301994301994302,0.3475783475783476,0.2222222222222222,-2.929530201342282
Elodea nuttallii,5,28,25,5.285714285714286,5.92,2.9796487843883344,2.465089585931243,0.8928571428571429,0.1071428571428571,0.2857142857142857,0.4285714285714286,0.2857142857142857,-0.9199999999999999
Elodium paludosum,8,263,197,3.2319391634980987,4.314720812182741,2.4579297679910215,1.8384877737166105,0.7490494296577946,0.25095057034220536,0.5057034220532319,0.4600760456273765,0.034220532319391594,3.685279187817259
Elyhordium x macounii,0,25,14,1.12,2,2.3860706890897707,2.935197542821371,0.56,0.43999999999999995,0.88,0.040000000000000036,0.07999999999999996,-2
Elymus canadensis,4,4431,3175,2.9056646355224554,4.05511811023622,3.018624199558452,2.8381767230256014,0.7165425411870909,0.28345745881290907,0.587226359738208,0.2958700067704808,0.11690363349131117,-0.055118110236220375
