target_species,target_species_c,cospecies_n,cospecies_native_n,cospecies_mean_c,cospecies_native_mean_c,cospecies_std_dev_c,cospecies_native_std_dev_c,percent_native,percent_nonnative,percent_native_low_c,percent_native_med_c,percent_native_high_c,discrepancy_c
Potamogeton pusillus,7,318,262,3.9182389937106916,4.755725190839694,3.0349562871809703,2.681257791003151,0.8238993710691824,0.17610062893081757,0.5031446540880503,0.2767295597484277,0.22012578616352196,2.2442748091603058
Potamogeton richardsonii,10,26,24,5.576923076923077,6.041666666666667,3.2394206509569194,2.911434229956486,0.9230769230769231,0.07692307692307687,0.2692307692307692,0.30769230769230765,0.42307692307692313,3.958333333333333
Potamogeton robbinsii,10,26,24,5.576923076923077,6.041666666666667,3.2394206509569194,2.911434229956486,0.9230769230769231,0.07692307692307687,0.2692307692307692,0.30769230769230765,0.42307692307692313,3.958333333333333
Potamogeton zosteriformis,8,311,268,3.942122186495177,4.574626865671642,2.830113527505688,2.528865167674876,0.8617363344051447,0.13826366559485526,0.4758842443729904,0.3440514469453376,0.180064308681672,3.4253731343283578
Potentilla argentea,0,525,424,4.36,5.398584905660377,3.403231513256838,2.954196898761329,0.8076190476190476,0.19238095238095243,0.40190476190476193,0.3466666666666666,0.25142857142857145,-5.398584905660377
Potentilla canadensis,2,951,692,3.056782334384858,4.2008670520231215,2.418554103492245,1.7968776101422075,0.7276550998948476,0.27234490010515244,0.5299684542586751,0.4468980021030494,0.023133543638275467,-2.2008670520231215
Potentilla indica,0,2126,1555,3.125117591721543,4.272668810289389,3.0859620462461237,2.8488734733584553,0.731420507996237,0.26857949200376297,0.5583254938852305,0.3137347130761995,0.12793979303857006,-4.272668810289389
Potentilla norvegica,0,6848,4774,2.523072429906542,3.6191872643485548,2.746064926420895,2.617195728517719,0.6971378504672897,0.3028621495327103,0.6343457943925234,0.2926401869158879,0.07301401869158874,-3.6191872643485548
Potentilla norvegica,2,6848,4774,2.523072429906542,3.6191872643485548,2.746064926420895,2.617195728517719,0.6971378504672897,0.3028621495327103,0.6343457943925234,0.2926401869158879,0.07301401869158874,-1.6191872643485548
Potentilla pensylvanica var. bipinnati?da,10,86,51,2.372093023255814,4,2.845208610682825,2.6683328128252666,0.5930232558139535,0.40697674418604646,0.6395348837209303,0.2790697674418604,0.08139534883720934,6
Potentilla recta,0,2010,1337,2.58955223880597,3.8930441286462227,2.9627167752589276,2.849743305804814,0.6651741293532338,0.33482587064676617,0.6383084577114427,0.2631840796019901,0.09850746268656718,-3.8930441286462227
Potentilla simplex,2,5100,3706,2.9529411764705884,4.063680518078791,2.7920229953952096,2.4926868148131165,0.7266666666666667,0.2733333333333333,0.5470588235294118,0.3815686274509803,0.07137254901960788,-2.063680518078791
Potentilla simplex,3,5100,3706,2.9529411764705884,4.063680518078791,2.7920229953952096,2.4926868148131165,0.7266666666666667,0.2733333333333333,0.5470588235294118,0.3815686274509803,0.07137254901960788,-1.0636805180787912
Prenanthes alba,6,176,144,3.909090909090909,4.777777777777778,2.4172539964010573,1.723731699323004,0.8181818181818182,0.18181818181818177,0.3693181818181818,0.5795454545454546,0.051136363636363646,1.2222222222222223
Prenanthes altissima,6,384,301,3.46875,4.425249169435216,2.345834038634153,1.666901423112449,0.7838541666666666,0.21614583333333337,0.4401041666666667,0.546875,0.01302083333333337,1.574750830564784
Proserpinaca palustris,6,113,107,5.353982300884955,5.654205607476635,2.924405782078707,2.7060477472056808,0.9469026548672567,0.053097345132743334,0.21238938053097345,0.5132743362831859,0.2743362831858407,0.34579439252336464
Proserpinaca palustris var. crebra,6,136,133,6.1838235294117645,6.323308270676692,2.8026500842155406,2.672953400551904,0.9779411764705882,0.022058823529411797,0.13970588235294118,0.4485294117647059,0.4117647058823529,-0.32330827067669166
Prunella vulgaris,1,433,322,3.0831408775981526,4.145962732919255,2.353586176418825,1.7420399753924722,0.74364896073903,0.25635103926097,0.5196304849884527,0.46420323325635104,0.0161662817551963,-3.145962732919255
Prunella vulgaris ssp. lanceolata,1,1080,810,3.0796296296296295,4.106172839506173,3.000641243153358,2.7907823589956227,0.75,0.25,0.5527777777777778,0.337037037037037,0.11018518518518516,-3.106172839506173
Prunella vulgaris ssp. vulgaris,0,2372,1727,2.6795952782462056,3.6803705848291837,2.8022474269233415,2.664904799695508,0.7280775716694773,0.2719224283305227,0.6049747048903878,0.3115514333895447,0.08347386172006743,-3.6803705848291837
Prunus americana,3,152,112,3.513157894736842,4.767857142857143,3.3055979854073776,2.971280376959919,0.7368421052631579,0.26315789473684215,0.5,0.3157894736842105,0.1842105263157895,-1.7678571428571432
Prunus domestica,0,56,37,2.2142857142857144,3.3513513513513513,2.8072262966350756,2.850109317749606,0.6607142857142857,0.3392857142857143,0.7142857142857143,0.1964285714285714,0.0892857142857143,-3.3513513513513513
Prunus padus,0,44,34,4.25,5.5,3.977407125485203,3.678356022777435,0.7727272727272727,0.2272727272727273,0.4772727272727273,0.15909090909090906,0.36363636363636365,-5.5
Prunus pumila,9,44,33,4.045454545454546,5.393939393939394,3.958826144167776,3.682215653816615,0.75,0.25,0.5,0.15909090909090906,0.34090909090909094,3.6060606060606064
Prunus serotina,0,8210,5942,3.059196102314251,4.226859643217772,2.917496099916678,2.6124336342785672,0.7237515225334957,0.27624847746650427,0.5481120584652862,0.3546894031668697,0.09719853836784409,-4.226859643217772
Prunus serotina,2,8210,5942,3.059196102314251,4.226859643217772,2.917496099916678,2.6124336342785672,0.7237515225334957,0.27624847746650427,0.5481120584652862,0.3546894031668697,0.09719853836784409,-2.2268596432177716
Prunus virginiana,3,1379,1045,2.897026831036983,3.8229665071770333,2.851091229230096,2.6806831354399097,0.7577955039883973,0.24220449601160265,0.5714285714285714,0.3379260333575055,0.09064539521392312,-0.8229665071770333
Pseudocampylium radicale,7,178,152,3.9775280898876404,4.657894736842105,2.2067053852742986,1.5868051252131055,0.8539325842696629,0.1460674157303371,0.33707865168539325,0.646067415730337,0.016853932584269704,2.3421052631578947
Pseudognaphalium obtusifolium,2,1212,852,2.9504950495049505,4.197183098591549,2.9931148217302574,2.7404085998779633,0.7029702970297029,0.29702970297029707,0.5759075907590759,0.3184818481848185,0.10561056105610556,-2.197183098591549
Pseudognaphalium obtusifolium,3,1212,852,2.9504950495049505,4.197183098591549,2.9931148217302574,2.7404085998779633,0.7029702970297029,0.29702970297029707,0.5759075907590759,0.3184818481848185,0.10561056105610556,-1.197183098591549
Ptelea trifoliata,4,174,116,2.718390804597701,4.077586206896552,3.1979049766139904,3.12952520935397,0.6666666666666666,0.33333333333333337,0.6379310344827587,0.23563218390804597,0.12643678160919536,-0.0775862068965516
Pteridium aquilinum,4,441,349,3.54875283446712,4.484240687679083,2.40037961678553,1.7544388071716468,0.7913832199546486,0.20861678004535145,0.4376417233560091,0.5328798185941044,0.02947845804988658,-0.48424068767908324
Pteridium aquilinum var. latiusculum,5,112,96,3.8660714285714284,4.510416666666667,2.9545979916308904,2.695004312726426,0.8571428571428571,0.1428571428571429,0.41964285714285715,0.42857142857142855,0.1517857142857143,0.48958333333333304
Ptychostomum creberrimum,4,202,132,2.495049504950495,3.8181818181818183,2.3673725905762475,1.8731456247647418,0.6534653465346535,0.3465346534653465,0.6386138613861386,0.34158415841584155,0.01980198019801982,0.18181818181818166
Ptychostomum pseudotriquetrum,5,178,152,3.9887640449438204,4.671052631578948,2.217008632672412,1.5979138543592686,0.8539325842696629,0.1460674157303371,0.33707865168539325,0.646067415730337,0.016853932584269704,0.3289473684210522
Pycnanthemum muticum,10,602,495,4.480066445182724,5.448484848484848,3.2887295053416623,2.8055888279162846,0.8222591362126246,0.1777408637873754,0.3554817275747508,0.4102990033222591,0.23421926910299007,4.551515151515152
Pycnanthemum tenuifolium,4,5022,3610,2.915173237753883,4.055401662049862,2.8317299030860443,2.5555030113040678,0.718837116686579,0.281162883313421,0.5742731979291119,0.3341298287534846,0.09159697331740346,-0.055401662049861855
Pycnanthemum tenuifolium,7,5022,3610,2.915173237753883,4.055401662049862,2.8317299030860443,2.5555030113040678,0.718837116686579,0.281162883313421,0.5742731979291119,0.3341298287534846,0.09159697331740346,2.944598337950138
Pycnanthemum verticillatum,4,427,295,2.758782201405152,3.993220338983051,2.9922256726267484,2.8332251524033114,0.6908665105386417,0.3091334894613583,0.6206088992974239,0.2669789227166276,0.11241217798594849,0.006779661016949046
Pycnanthemum virginianum,4,9014,6518,2.942311959174617,4.069039582694078,2.8944600251340016,2.6459813214115497,0.7230974040381628,0.2769025959618372,0.5733303749722654,0.32815620146438873,0.09851342356334591,-0.06903958269407795
Pycnanthemum virginianum,5,9014,6518,2.942311959174617,4.069039582694078,2.8944600251340016,2.6459813214115497,0.7230974040381628,0.2769025959618372,0.5733303749722654,0.32815620146438873,0.09851342356334591,0.930960417305922
Pylaisia polyantha,5,263,197,3.2433460076045626,4.32994923857868,2.4730809164919054,1.8565291561443933,0.7490494296577946,0.25095057034220536,0.5057034220532319,0.45627376425855515,0.03802281368821292,0.6700507614213196
Pyrola americana,8,439,341,3.498861047835991,4.504398826979473,2.4549593039080224,1.7947991873249078,0.7767653758542141,0.22323462414578588,0.4510250569476082,0.510250569476082,0.038724373576309756,3.4956011730205274
Pyrola elliptica,7,560,445,3.601785714285714,4.532584269662921,2.3686224849816924,1.6837709234705807,0.7946428571428571,0.2053571428571429,0.41785714285714287,0.5571428571428572,0.025000000000000022,2.4674157303370787
Pyrus calleryana,0,3534,2444,2.6146010186757214,3.7806873977086743,2.5748399760353524,2.275395495364296,0.6915676287492926,0.30843237125070744,0.6103565365025467,0.3457838143746462,0.04385964912280704,-3.7806873977086743
Quercus alba,4,9170,6832,3.2588876772082878,4.374121779859485,2.9096887552536077,2.546586715292404,0.7450381679389313,0.2549618320610687,0.5208287895310796,0.37818974918211556,0.10098146128680485,-0.37412177985948514
Quercus alba,5,9170,6832,3.2588876772082878,4.374121779859485,2.9096887552536077,2.546586715292404,0.7450381679389313,0.2549618320610687,0.5208287895310796,0.37818974918211556,0.10098146128680485,0.6258782201405149
Quercus bicolor,5,6646,5100,3.0243755642491723,3.9411764705882355,2.691402893432488,2.4136937302099555,0.7673788745109841,0.23262112548901592,0.5398736081853747,0.39271742401444476,0.06740896780018057,1.0588235294117645
Quercus bicolor,7,6646,5100,3.0243755642491723,3.9411764705882355,2.691402893432488,2.4136937302099555,0.7673788745109841,0.23262112548901592,0.5398736081853747,0.39271742401444476,0.06740896780018057,3.0588235294117645
Quercus coccinea,5,450,361,4.282222222222222,5.337950138504155,3.3890817020941584,2.9452268744447125,0.8022222222222222,0.19777777777777783,0.41333333333333333,0.3488888888888889,0.23777777777777775,-0.337950138504155
Quercus ellipsoidalis,4,519,315,2.724470134874759,4.488888888888889,3.23697247287176,3.0561158850576375,0.6069364161849711,0.3930635838150289,0.6165703275529865,0.2601156069364162,0.12331406551059731,-0.48888888888888893
Quercus lyrata,0,224,133,3.575892857142857,6.022556390977444,3.7612073611516075,3.0087402110818435,0.59375,0.40625,0.5133928571428571,0.25,0.2366071428571429,-6.022556390977444
Quercus macrocarpa,5,5170,3712,3.1481624758220503,4.384698275862069,3.1136500612794147,2.842618017372194,0.7179883945841392,0.2820116054158608,0.5531914893617021,0.31837524177949705,0.1284332688588008,0.6153017241379306
Quercus macrocarpa,8,5170,3712,3.1481624758220503,4.384698275862069,3.1136500612794147,2.842618017372194,0.7179883945841392,0.2820116054158608,0.5531914893617021,0.31837524177949705,0.1284332688588008,3.6153017241379306
Quercus muhlenbergii,8,321,209,3.750778816199377,5.760765550239235,3.6520808731529817,2.9807380648281057,0.6510903426791277,0.3489096573208723,0.48286604361370716,0.2866043613707165,0.23052959501557635,2.2392344497607652
Quercus palustris,4,6090,4438,2.914942528735632,4,2.579717375197979,2.1889554142843086,0.728735632183908,0.271264367816092,0.5527093596059113,0.4013136288998358,0.04597701149425293,0
Quercus palustris,5,6090,4438,2.914942528735632,4,2.579717375197979,2.1889554142843086,0.728735632183908,0.271264367816092,0.5527093596059113,0.4013136288998358,0.04597701149425293,1
Quercus robur,0,49,43,5.510204081632653,6.27906976744186,3.1432629608125895,2.5196899034012747,0.8775510204081632,0.12244897959183676,0.2653061224489796,0.38775510204081626,0.34693877551020413,-6.27906976744186
Quercus rubra,5,4772,3600,3.260268231349539,4.321666666666666,2.881461166951104,2.53343905006506,0.7544006705783739,0.2455993294216261,0.5127829002514669,0.3916596814752724,0.0955574182732607,0.6783333333333337
Quercus velutina,5,1668,1229,3.4382494004796165,4.666395443449959,2.9786925472581793,2.5117350200456747,0.736810551558753,0.26318944844124703,0.48741007194244607,0.40047961630695444,0.11211031175059949,0.33360455655004095
Ranunculus abortivus,1,6894,5286,3.4682332463011316,4.5232690124858115,2.8705961946659095,2.444256020770666,0.7667536988685814,0.23324630113141864,0.4865100087032202,0.41166231505657097,0.10182767624020883,-3.5232690124858115
Ranunculus abortivus,2,6894,5286,3.4682332463011316,4.5232690124858115,2.8705961946659095,2.444256020770666,0.7667536988685814,0.23324630113141864,0.4865100087032202,0.41166231505657097,0.10182767624020883,-2.5232690124858115
Ranunculus acris,0,323,254,3.2569659442724457,4.141732283464567,2.427630689770862,1.954924498198643,0.7863777089783281,0.21362229102167185,0.4984520123839009,0.47058823529411764,0.03095975232198145,-4.141732283464567
Ranunculus bulbosus,0,1125,829,3.095111111111111,4.200241254523522,2.4119407712269143,1.8026952284436482,0.7368888888888889,0.2631111111111111,0.5253333333333333,0.45066666666666666,0.02400000000000002,-4.200241254523522
Ranunculus ficaria,0,1369,1038,3.2505478451424397,4.2870905587668595,2.3956378011920134,1.7671728052768916,0.758217677136596,0.24178232286340395,0.49013878743608474,0.48794740686632576,0.021913805697589495,-4.2870905587668595
Ranunculus flabellaris,5,840,668,3.9761904761904763,5,3.2414780192274106,2.8442846240291697,0.7952380952380952,0.2047619047619048,0.4380952380952381,0.3738095238095238,0.1880952380952381,0
Ranunculus hispidus,8,1210,952,3.4140495867768594,4.339285714285714,2.859772205875743,2.525456245395818,0.7867768595041322,0.21322314049586777,0.471900826446281,0.42479338842975206,0.10330578512396693,3.6607142857142856
Ranunculus hispidus var. caricetorum,8,634,510,3.635646687697161,4.519607843137255,2.3496947416468084,1.6920616234236041,0.804416403785489,0.19558359621451105,0.41324921135646686,0.5630914826498423,0.023659305993690816,3.480392156862745
Ranunculus hispidus var. nitidus,5,329,249,3.696048632218845,4.883534136546185,3.1271845355813137,2.666717271834901,0.756838905775076,0.24316109422492405,0.45288753799392095,0.3981762917933131,0.14893617021276595,0.11646586345381493
Ranunculus longirostris,4,122,106,4.254098360655738,4.89622641509434,2.9557661126278707,2.625621904681483,0.8688524590163934,0.1311475409836066,0.4344262295081967,0.3360655737704918,0.2295081967213115,-0.8962264150943398
Ranunculus pensylvanicus,5,308,214,2.561688311688312,3.6869158878504673,2.7701455894181874,2.625286359954885,0.6948051948051948,0.30519480519480524,0.6363636363636364,0.2824675324675324,0.08116883116883122,1.3130841121495327
Ranunculus recurvatus,5,950,761,3.6126315789473686,4.509855453350855,2.627857653939903,2.138056201596216,0.8010526315789473,0.19894736842105265,0.4515789473684211,0.47684210526315784,0.07157894736842108,0.4901445466491454
Ranunculus repens,0,206,150,3.0533980582524274,4.193333333333333,2.3709755338763228,1.709415955312634,0.7281553398058253,0.27184466019417475,0.5242718446601942,0.46601941747572817,0.009708737864077666,-4.193333333333333
Ranunculus sardous,0,174,149,3.9310344827586206,4.590604026845638,2.9240604575654223,2.6355506702374516,0.8563218390804598,0.14367816091954022,0.41954022988505746,0.44252873563218387,0.13793103448275867,-4.590604026845638
Ranunculus sceleratus,4,1153,851,3.251517779705117,4.405405405405405,3.1445306138040094,2.8830407018275475,0.73807458803122294,0.26192541196877706,0.5429314830875975,0.3122289679098006,0.14483954900260188,-0.40540540540540526
Raphanus sativus,0,86,41,1.0930232558139534,2.292682926829268,2.1011364262716845,2.561678184696747,0.47674418604651164,0.5232558139534884,0.8255813953488372,0.13953488372093026,0.03488372093023251,-2.292682926829268
Ratibida columnifera,0,22,15,2.8636363636363638,4.2,3.3706782494732215,3.320929301953209,0.6818181818181818,0.31818181818181823,0.6363636363636364,0.18181818181818188,0.18181818181818177,-4.2
Ratibida pinnata,4,5757,4019,2.7901684905332638,3.996765364518537,3.036794385838977,2.896117358901448,0.6981066527705402,0.3018933472294598,0.6117769671704012,0.2711481674483238,0.11707486538127498,0.0032346354814629663
Reynoutria japonica,0,114,70,1.263157894736842,2.057142857142857,1.9735087641318605,2.172861029095012,0.6140350877192983,0.38596491228070173,0.8333333333333334,0.14912280701754377,0.01754385964912286,-2.057142857142857
Reynoutria x bohemica,0,149,110,3.51006711409396,4.754545454545455,3.321952880672935,3.00209823759819,0.738255033557047,0.261744966442953,0.5100671140939598,0.30201342281879195,0.18791946308724827,-4.754545454545455
Rhamnus alnifolia,10,741,563,3.7246963562753037,4.902309058614565,3.287124360756876,2.9058864660242896,0.7597840755735492,0.2402159244264508,0.47908232118758437,0.34278002699055327,0.17813765182186236,5.097690941385435
Rhamnus cathartica,0,6571,4558,2.567493532186882,3.70140412461606,2.815720616526268,2.689335198986688,0.6936539339522143,0.3063460660477857,0.630954192664739,0.2877796378024654,0.08126616953279564,-3.70140412461606
Rhexia virginica,10,93,76,3.161290322580645,3.8684210526315788,2.516425702652583,2.235126276898961,0.8172043010752689,0.18279569892473113,0.4838709677419355,0.4731182795698925,0.043010752688172005,6.131578947368421
Rhododendron groenlandicum,10,129,73,3.449612403100775,6.095890410958904,3.820097430674375,3.096433358459212,0.5658914728682171,0.43410852713178294,0.5348837209302325,0.2325581395348838,0.2325581395348837,3.904109589041096
Rhododendron periclymenoides,0,1382,1078,3.670043415340087,4.705009276437848,2.573403176403522,1.9020081627011092,0.7800289435600579,0.21997105643994208,0.42257597684515197,0.5195369030390737,0.05788712011577424,-4.705009276437848
Rhododendron periclymenoides,5,1382,1078,3.670043415340087,4.705009276437848,2.573403176403522,1.9020081627011092,0.7800289435600579,0.21997105643994208,0.42257597684515197,0.5195369030390737,0.05788712011577424,0.29499072356215184
Rhododendron viscosum,6,206,149,3.0242718446601944,4.181208053691275,2.371454879961079,1.7086967187571516,0.7233009708737864,0.2766990291262136,0.529126213592233,0.46116504854368934,0.009708737864077666,1.8187919463087248
Rhus aromatica,9,179,126,2.804469273743017,3.984126984126984,3.6227716316929097,3.735203613157659,0.7039106145251397,0.2960893854748603,0.6424581005586593,0.17318435754189943,0.1843575418994413,5.015873015873016
Rhus glabra,1,2348,1718,2.676320272572402,3.6577415599534344,2.7395074965919863,2.581998525842059,0.731686541737649,0.268313458262351,0.6094548551959114,0.3160136286201023,0.07453151618398635,-2.6577415599534344
Rhus hirta,1,1126,762,2.3081705150976908,3.410761154855643,2.625357513222169,2.5345009016905897,0.6767317939609236,0.32326820603907636,0.6598579040852576,0.27886323268206037,0.06127886323268206,-2.410761154855643
Rhus hirta cult. laciniata,0,541,379,2.569316081330869,3.66754617414248,2.84039989586433,2.7362502911705815,0.7005545286506469,0.29944547134935307,0.6266173752310537,0.28280961182994446,0.09057301293900188,-3.66754617414248
Rhus typhina,2,202,132,2.504950495049505,3.8333333333333335,2.369473197014035,1.8664031075296776,0.6534653465346535,0.3465346534653465,0.6336633663366337,0.3465346534653465,0.01980198019801982,-1.8333333333333335
Rhynchospora capitellata,5,696,519,3.132183908045977,4.200385356454721,2.3995920158202226,1.7972307757359192,0.7456896551724138,0.2543103448275862,0.5172413793103449,0.45833333333333326,0.02442528735632188,0.7996146435452793
Ribes americanum,4,1953,1571,3.7163338453661034,4.619987269255251,3.0377448756394574,2.7010416013682392,0.8044034818228366,0.1955965181771634,0.4551971326164875,0.3978494623655913,0.1469534050179212,-0.619987269255251
Ribes aureum var. villosum,0,43,28,1.4883720930232558,2.2857142857142856,1.9925108952711115,2.0701966780270626,0.6511627906976745,0.34883720930232553,0.7674418604651163,0.2325581395348837,0,-2.2857142857142856
Ribes cynosbati,5,332,216,2.352409638554217,3.615740740740741,2.716052800772392,2.601525922063757,0.6506024096385542,0.3493975903614458,0.6596385542168675,0.2801204819277109,0.06024096385542166,1.384259259259259
Ribes missouriense,2,509,378,2.819253438113949,3.7962962962962963,2.7748062698590297,2.579923926466107,0.7426326129666012,0.2573673870333988,0.581532416502947,0.34577603143418467,0.07269155206286837,-1.7962962962962963
Ribes nigrum,0,123,79,1.8373983739837398,2.8607594936708862,2.2153487818497646,2.170514397350875,0.6422764227642277,0.3577235772357723,0.7235772357723578,0.26016260162601623,0.016260162601625994,-2.8607594936708862
Ribes rubrum,0,43,24,1.372093023255814,2.4583333333333335,1.7323704626066767,1.6412923504696368,0.5581395348837209,0.4418604651162791,0.8604651162790697,0.13953488372093026,0,-2.4583333333333335
Riccardia multifida,6,178,152,3.9831460674157304,4.6644736842105265,2.2131469505822365,1.5944609375654513,0.8539325842696629,0.1460674157303371,0.33707865168539325,0.646067415730337,0.016853932584269704,1.3355263157894735
Robinia pseudoacacia,0,3718,2678,2.835933297471759,3.9372666168782673,2.778908964203599,2.526768219687698,0.7202797202797203,0.2797202797202797,0.5820333512641205,0.3426573426573427,0.07530930607853681,-3.9372666168782673
Rorippa palustris,4,742,504,2.184636118598383,3.2162698412698414,2.5730107685977273,2.5354059780951475,0.6792452830188679,0.3207547169811321,0.683288409703504,0.26010781671159033,0.05660377358490565,0.7837301587301586
Rorippa palustris ssp. palustris,2,95,66,1.8631578947368421,2.6818181818181817,2.3727644632808134,2.431581257656715,0.6947368421052632,0.3052631578947368,0.7263157894736842,0.2421052631578947,0.03157894736842104,-0.6818181818181817
Rorippa sylvestris,0,308,231,3.142857142857143,4.190476190476191,2.4796988664200152,1.9489339869016105,0.75,0.25,0.5227272727272727,0.4415584415584416,0.0357142857142857,-4.190476190476191
Rosa acicularis,10,65,52,4.138461538461539,5.173076923076923,3.306607603897663,2.8746433971248475,0.8,0.19999999999999996,0.4,0.4307692307692308,0.16923076923076918,4.826923076923077
Rosa arkansana,8,279,226,4.458781362007168,5.504424778761062,3.200312476685418,2.621700529742089,0.8100358422939068,0.1899641577060932,0.34767025089605735,0.4551971326164875,0.19713261648745517,2.495575221238938
Rosa blanda,4,139,106,3.647482014388489,4.783018867924528,3.5424205868028444,3.3180737871215986,0.762589928057554,0.237410071942446,0.5251798561151079,0.2302158273381295,0.24460431654676262,-0.783018867924528
Rosa canina,0,53,43,4.584905660377358,5.651162790697675,3.3191400778384597,2.733249600316466,0.8113207547169812,0.18867924528301883,0.33962264150943394,0.45283018867924535,0.2075471698113207,-5.651162790697675
Rosa carolina,4,1526,1244,4.2306684141546524,5.189710610932476,3.228845880010995,2.7945511134779153,0.8152031454783748,0.1847968545216252,0.4089121887287025,0.3853211009174312,0.2057667103538663,-1.189710610932476
Rosa carolina,5,1526,1244,4.2306684141546524,5.189710610932476,3.228845880010995,2.7945511134779153,0.8152031454783748,0.1847968545216252,0.4089121887287025,0.3853211009174312,0.2057667103538663,-0.189710610932476
Rosa multiflora,0,7178,5127,2.53496795764837,3.5490540276965086,2.5355689854127132,2.3241682972419344,0.7142658122039566,0.2857341877960434,0.6171635553078852,0.3403455001393145,0.042490944552800225,-3.5490540276965086
Rosa palustris,6,3652,2828,3.3636363636363638,4.343705799151344,2.6585619223993433,2.206681653635132,0.7743702081051479,0.2256297918948521,0.49014238773274915,0.4397590361445783,0.07009857612267256,1.6562942008486559
Rosa palustris,8,3652,2828,3.3636363636363638,4.343705799151344,2.6585619223993433,2.206681653635132,0.7743702081051479,0.2256297918948521,0.49014238773274915,0.4397590361445783,0.07009857612267256,3.656294200848656
Rosa setigera,5,579,444,3.5630397236614852,4.646396396396397,3.0893412725724074,2.721656411323119,0.7668393782383419,0.23316062176165808,0.4749568221070812,0.38860103626943004,0.13644214162348878,0.3536036036036032
Rosa virginiana,4,745,543,3.0523489932885908,4.1878453038674035,2.4310265955245134,1.82986690127833,0.7288590604026846,0.27114093959731544,0.5355704697986577,0.4375838926174497,0.02684563758389258,-0.1878453038674035
Rosa x medioccidentis,5,113,107,5.3628318584070795,5.663551401869159,2.924838050775067,2.7054938001262543,0.9469026548672567,0.053097345132743334,0.21238938053097345,0.5132743362831859,0.2743362831858407,-0.6635514018691593
Rotala ramosior,6,113,107,5.353982300884955,5.654205607476635,2.924405782078707,2.7060477472056808,0.9469026548672567,0.053097345132743334,0.21238938053097345,0.5132743362831859,0.2743362831858407,0.34579439252336464
Rubus allegheniensis,3,5017,3486,2.483356587602153,3.5740103270223753,2.6258157491146252,2.4545454765788035,0.6948375523221049,0.30516244767789513,0.6316523819015348,0.31313533984452857,0.0552122782539366,-0.5740103270223753
Rubus flagellaris,5,817,633,3.3365973072215422,4.306477093206951,2.6258602093152805,2.1723752691458724,0.7747858017135862,0.22521419828641376,0.4883720930232558,0.44553243574051404,0.06609547123623016,0.6935229067930493
Rubus hispidus,5,2714,2086,3.4141488577745025,4.4419942473633744,2.5976325865814216,2.0523696667237497,0.7686072218128224,0.23139277818717763,0.4767870302137067,0.46499631540162123,0.05821665438467205,0.5580057526366256
Rubus hispidus,7,2714,2086,3.4141488577745025,4.4419942473633744,2.5976325865814216,2.0523696667237497,0.7686072218128224,0.23139277818717763,0.4767870302137067,0.46499631540162123,0.05821665438467205,2.5580057526366256
Rubus idaeus ssp. idaeus,0,269,169,3.490706319702602,5.556213017751479,3.613421687306331,3.0469695877443628,0.6282527881040892,0.37174721189591076,0.5130111524163569,0.27137546468401486,0.21561338289962828,-5.556213017751479
Rubus idaeus ssp. strigosus,3,644,449,2.6319875776397517,3.775055679287305,2.825065835784592,2.6702229640418547,0.6972049689440993,0.30279503105590067,0.6149068322981367,0.29658385093167694,0.08850931677018636,-0.7750556792873051
Rubus occidentalis,0,12502,9158,2.897296432570789,3.9552303996505787,2.8124326671678883,2.571668891010342,0.7325227963525835,0.26747720364741645,0.5682290833466646,0.3484242521196609,0.08334666453367456,-3.9552303996505787
Rubus occidentalis,3,12502,9158,2.897296432570789,3.9552303996505787,2.8124326671678883,2.571668891010342,0.7325227963525835,0.26747720364741645,0.5682290833466646,0.3484242521196609,0.08334666453367456,-0.9552303996505787
Rubus odoratus,0,61,45,2.737704918032787,3.7111111111111112,2.682670555896756,2.47370004632573,0.7377049180327869,0.2622950819672131,0.5573770491803278,0.37704918032786894,0.06557377049180324,-3.7111111111111112
Rubus pensilvanicus,10,396,347,4.345959595959596,4.959654178674351,2.928516942397241,2.5958143044492523,0.8762626262626263,0.1237373737373737,0.35858585858585856,0.4696969696969697,0.1717171717171717,5.040345821325649
Rubus phoenicolasius,0,1127,841,3.202307009760426,4.291319857312723,2.430174799788342,1.7993473138621228,0.74622892635315,0.25377107364685003,0.5039929015084295,0.4685004436557232,0.027506654835847355,-4.291319857312723
Rubus pubescens,10,396,347,4.345959595959596,4.959654178674351,2.928516942397241,2.5958143044492523,0.8762626262626263,0.1237373737373737,0.35858585858585856,0.4696969696969697,0.1717171717171717,5.040345821325649
Rudbeckia fulgida,0,567,443,3.8994708994708995,4.99097065462754,3.4052728395510647,3.064157071359174,0.781305114638448,0.21869488536155202,0.4691358024691358,0.32098765432098764,0.2098765432098766,-4.99097065462754
Rudbeckia hirta,0,17854,12360,2.76789514954632,3.998220064724919,3.0046003442343783,2.8497726311034857,0.6922818416041223,0.3077181583958777,0.6065867592696315,0.2841940181471939,0.10921922258317462,-3.998220064724919
Rudbeckia hirta,1,17854,12360,2.76789514954632,3.998220064724919,3.0046003442343783,2.8497726311034857,0.6922818416041223,0.3077181583958777,0.6065867592696315,0.2841940181471939,0.10921922258317462,-2.998220064724919
Rudbeckia hirta cult. gloriosa daisy,0,35,22,2.257142857142857,3.590909090909091,2.715346984033068,2.6305728311364844,0.6285714285714286,0.37142857142857144,0.6285714285714286,0.3142857142857143,0.05714285714285716,-3.590909090909091
